idx,text,label
188,"
Even easier, my area supports 311.  Dial this and a recording recites your number.
Phone techs use it to verify an installed line.
---
			Gary Gendel
Vice President:				Current consulting assignment:
Genashor Corp				Mentor Graphics Corporation
9 Piney Woods Drive			15 Independence Boulevard
Belle Mead, NJ 08502			Warren, NJ 07059",12
189,"

  >Hi... what alternatives to the Express modem do Duo owners have (if
  >they want to go at least 9600 baud)?

  >Every place in town says they are back ordered, and part of the reason
  >I want a laptop mac is so I can use it as a remote terminal from
  >wherever I am, but I really would hate to have to wait 2 months to get
  >a modem in or have to settle with 2400 baud.

If Apple didn't put out such a good product -- I'd gladly take my
business to -- to -- the 8-bit Ataris.  I think the
situation with the Express modem is inexusable for any business.
I've had mine on order since January.  Apple finally called me last
week -- to tell me that I should have it ""by the second week of May.""
In the meantime, I've been stuck with my Duo210 without the
connectability I needed it for.  I'm sure there are plenty of people
who can bite back at me, citing all sorts of reasons why Apple is
right or at least justified, but I'm just a crabby consumer and
when I order a ""Duo210 with modem"" that's the product I expect.

Oh, well.  It's not like it's limited to the computer biz.  Remember
when the Miata came out?  What about those Cabbage Patch Dolls?  Well,
I want my toy!  ;)



-- 
-----------------------------------------------------------------
Kenneth Simon               Dept of Sociology, Indiana University
Internet: KSSIMON@INDIANA.EDU              Bitnet: KSSIMON@IUBACS ",4
190,"There is a shareware program called v-switch.zip. I don't remember if it  
is on wuarchive.wustl.edu or on ftp.cica.indiana.edu.  

It is easy to use and does the job with no problem.

-Eric",2
191,"I am looking for a program called VBREADER. It is an off line mail
reader for Windows using QWK mail packets. Or if anyone knows of
any good QWK mail readers please let me know.
 
                                        Thanks
                                         
                                             Kevin ",2
192,"What are the typical sizes for keys for commercial secret key algorithms?
I know DES is 56 bits (""tripple DES"" is 112 bits) and IDEA is 128 bits.  Is
there anything made in the US that has 128 bit keys?  Anything anywhere
that has larger keys?  I've heard that RC2 can be scaled to arbitrarily
large keys, but is this actually implemented anywhere?

Finally, can anyone even concieve of a time/place where 128 bit keys aren't
sufficient?  (I certainly can't - even at a trillion keys a second, it
would take about 10 billion years to search just one billionth of that keys
space.)",11
193,"Betty Harvey writes,


This, simply stated, is a result of the bankrupt ethics in
the healthcare and scientific medicine industries.

America is fed up with the massive waste and fraud that is costing
us 15% of our GNP to support these industries, while delivering 
marginal health care to the community.

Unfortunately, the ""Clinton Plan"", in whatever form it
takes, will probably cost us an even greater sum.  Bleah.",13
194,"Mysstem crashes aftwer sleepp.  I use 1.0.1 enabler. I use appletalk and 
filesharing. I have and ExpressModem.

--Lowell",4
195,"Hi ... Recently I found XV for MS-DOS in a subdirectory of GNU-CC (GNUISH). I 
use frequently XV on a Sun Spark Station 1 and I never had problems, but when I
start it on my computer with -h option, it display the help menu and when I
start it with a GIF-File my Hard disk turns 2 or 3 seconds and the prompt come
back.

My computer is a little 386/25 with copro, 4 Mega rams, Tseng 4000 (1M) running
MS-DOS 5.0 with HIMEM.SYS and no EMM386.SYS. I had the GO32.EXE too... but no
driver who run with it.

Do somenone know the solution to run XV ??? any help would be apprecied..
		
	Thanx in advance !!!! 
             
-- 
---------------------------------------------------------------------
*								    *
*  Pascal PERRET     		|	perret@eicn.etna.ch         *
*  Ecole d'ingénieur ETS	|	(Not Available at this time)*
*  2400 Le LOCLE		|				    *
*  Suisse 							    *
*		     !!!! Enjoy COMPUTER !!!!			    *
*								    *",1
196,"
As a general rule, no relay will cleanly switch audio if you try to tranfer
the circuit with the contacts.  The noise you hear is due to the momentary
opening and closing of the path.

The noiseless way of transfering audio is to ground the circuit.  In high
impedance audio circuits a resistive ""T"" is constructed close to characteristic
impedance of the circuit.  Grounding the imputs (connected to the T) transfers
the audio.

In low impedance circuits transformers are usually used, and the inputs are
shorted out or grounded.  Secondaries are paralleled at the characteristic
impedance.

Sometimes if it is necessary to actually switch audio, a second contact is used
to momentarily short the circuit output for the duration of the switching time.

Telephone relays are handy, because contacts can be adjusted to ""Make before
break and Vica Versa"" but I haven't seen any of these for years.

Nowadys switching is done electronically with OP amps, etc.

A novel circuit I used to build was a primitive ""optical isolator"".. It consists
of a resistive photocell and a lamp, all packaged in a tube.  When the lamp is
off the cell is high resistance.  Turn the lamp on and the resistance lowers
passing the audio.  Once again this device in a ""T"" switches the audio.  Varying
the lamp resistance give a remote volume control.  Use 2 variable resisters and
you have a mixer!

Lots of luck!
-- 
73, Tom
================================================================================
Tom Wagner, Audio Visual Technician.  Malaspina College Nanaimo British Columbia
(604)753-3245, Loc 2230  Fax:755-8742  Callsign:VE7GDA Weapon:.45 Kentucky Rifle
Snail mail to:  Site Q4, C2.   RR#4, Nanaimo, British Columbia, Canada, V9R 5X9  ",12
197,"  ...

I think this is a big leap sex->depression.  One example is myself,
where no sex->depression :)  But, seriously 1) promiscuity is on a decline,
depression is not and 2) it might be more reasonable to say 
depression->promiscuity.  I think depression is more likely to come
from emotional problems (relationships, family, job, friends) and
promiscuity is used as an escape.
Since I see marriage as a civil and religious bond rather than an
emotional bond, I don't see a problem with sex before (not outside of)
marriage so long as you have the same commitment and devotion as
what is expected from a married couple.  Of course, this is just 
my opinion.",0
198,"




I don't sign any blank checks.

When Doug Foxvog says ""weapons of mass destruction,"" he means CBW and
nukes.  When Sarah Brady says ""weapons of mass destruction"" she means
Street Sweeper shotguns and semi-automatic SKS rifles.  When John
Lawrence Rutledge says ""weapons of mass destruction,"" and then immediately
follows it with:


...what does Rutledge mean by the term?
-- ",16
